Rank,Name,Net Worth $B,Age,Country/Territory,Source,Industries
1063,MICHAEL LEE-CHIN,2,69.0,Canada,mutual funds,Finance & Investments
1063,LI PING,2,52.0,Hong Kong,batteries,Automotive
1063,LI YONGXIN & FAMILY,2,44.0,China,education,Service
1063,LIM KOK THAY,2,68.0,Malaysia,casinos,Gambling & Casinos
1063,LIN CHANG SU-O,2,79.0,Taiwan,real estate,Real Estate
1063,LIN YINSUN,2,56.0,China,agribusiness,Food & Beverage
1063,RUDY MA,2,79.0,Taiwan,finance,Finance & Investments
1063,HANS MELCHERS,2,81.0,Netherlands,"chemicals, investments",Finance & Investments
1063,JORGE MOLL FILHO,2,75.0,Brazil,hospitals,Healthcare
1063,PEDRO MOREIRA SALLES,2,60.0,Brazil,"banking, minerals",Diversified
1063,DAVID MURDOCK,2,96.0,United States,"Dole, real estate",Food & Beverage
1063,KATHARINA OTTO-BERNSTEIN,2,56.0,Germany,real estate,Real Estate
1063,MADHUKAR PAREKH,2,73.0,India,adhesives,Manufacturing
1063,"H. ROSS PEROT, JR.",2,61.0,United States,real estate,Real Estate
1063,LINDA PRITZKER,2,66.0,United States,"hotels, investments",Service
1063,RODNEY SACKS,2,70.0,United States,energy drinks,Food & Beverage
1063,T. DENNY SANFORD,2,84.0,United States,"banking, credit cards",Finance & Investments
1063,ERIK SELIN,2,52.0,Sweden,real estate,Real Estate
1063,SHEN WENRONG,2,74.0,China,steel production,Metals & Mining
1063,KERRY STOKES,2,79.0,Australia,"construction equipment, media",Diversified
1063,KONSTANTIN STRUKOV,2,61.0,Russia,"gold, coal mining",Metals & Mining
1063,PAT STRYKER,2,64.0,United States,medical equipment,Healthcare
1063,SUN GUANGXIN,2,57.0,China,diversified,Diversified
1063,ALEXANDER SVETAKOV,2,52.0,Russia,real estate,Finance & Investments
1063,HANS SY,2,64.0,Philippines,diversified,Diversified
1063,HERBERT SY,2,63.0,Philippines,diversified,Diversified
1063,TIAN MING,2,66.0,China,measuring instruments,Technology
1063,VINCENT VIOLA,2,64.0,United States,electronic trading,Finance & Investments
1063,RONALD WANEK,2,78.0,United States,furniture,Manufacturing
1063,URS WIETLISBACH,2,58.0,Switzerland,private equity,Finance & Investments
1063,WU GUANGMING,2,58.0,China,medical equipment,Healthcare
1063,AMY WYSS,2,49.0,United States,medical equipment,Healthcare
1063,XU CHUANHUA & FAMILY,2,85.0,China,"chemicals, logistics",Manufacturing
1063,YAN ZHI,2,47.0,China,real estate,Real Estate
1063,ZHONG SHANSHAN,2,65.0,China,"beverages, pharmaceuticals",Food & Beverage
1135,JOSE JOAO ABDALLA FILHO,1.9,74.0,Brazil,investments,Finance & Investments
1135,GEORGE ARGYROS & FAMILY,1.9,83.0,United States,"real estate, investments",Real Estate
1135,SID BASS,1.9,77.0,United States,"oil, investments",Energy
1135,MIRIAM BAUMANN-BLOCHER,1.9,45.0,Switzerland,chemicals,Manufacturing
1135,RILEY BECHTEL & FAMILY,1.9,68.0,United States,"engineering, construction",Construction & Engineering
1135,"STEPHEN BECHTEL, JR.",1.9,94.0,United States,"engineering, construction",Construction & Engineering
1135,NICK CAPORELLA,1.9,84.0,United States,beverages,Food & Beverage
1135,CHU LAM YIU,1.9,50.0,Hong Kong,flavorings,Manufacturing
1135,SMITA CRISHNA-GODREJ,1.9,69.0,India,consumer goods,Diversified
1135,JOSE LUIS CUTRALE,1.9,73.0,Brazil,orange juice,Food & Beverage
1135,MARIA FRANCA FISSOLO,1.9,85.0,Italy,"Nutella, chocolates",Food & Beverage
1135,BRUCE FLATT,1.9,54.0,Canada,money management,Finance & Investments
1135,FONG YUN WAH,1.9,95.0,Hong Kong,real estate,Real Estate
1135,ADI GODREJ,1.9,78.0,India,consumer goods,Diversified
1135,JAMSHYD GODREJ,1.9,71.0,India,consumer goods,Diversified
1135,NADIR GODREJ,1.9,69.0,India,consumer goods,Diversified
1135,SUAT GUNSEL,1.9,67.0,Cyprus,"real estate, education",Real Estate
1135,HAO HONG,1.9,64.0,United States,pharmaceuticals,Healthcare
1135,GUDRUN HEINE,1.9,65.0,Germany,medical devices,Healthcare
1135,HOI KIN HONG,1.9,67.0,Macao,real estate,Real Estate
1135,RAKESH JHUNJHUNWALA,1.9,59.0,India,investments,Finance & Investments
1135,RANDAL J. KIRK,1.9,66.0,United States,pharmaceuticals,Healthcare
1135,FORREST LI,1.9,42.0,Singapore,gaming,Media & Entertainment
1135,LI GUOQIANG,1.9,56.0,China,auto dealerships,Automotive
1135,LIANG YUNCHAO,1.9,51.0,China,nutritional supplements,Food & Beverage
1135,VINCENT LO,1.9,71.0,Hong Kong,real estate,Real Estate
1135,YUSAKU MAEZAWA,1.9,44.0,Japan,online retail,Technology
1135,YOUSSEF MANSOUR,1.9,74.0,Egypt,diversified,Diversified
1135,ERMIRIO PEREIRA DE MORAES,1.9,87.0,Brazil,diversified,Diversified
1135,MARIA HELENA MORAES SCRIPILLITI,1.9,89.0,Brazil,diversified,Diversified
1135,FERNANDO ROBERTO MOREIRA SALLES,1.9,73.0,Brazil,"banking, minerals",Diversified
1135,JOAO MOREIRA SALLES,1.9,58.0,Brazil,"banking, minerals",Diversified
1135,WALTHER MOREIRA SALLES JUNIOR,1.9,63.0,Brazil,"banking, minerals",Finance & Investments
1135,BOBBY MURPHY,1.9,31.0,United States,Snapchat,Technology
1135,N.R. NARAYANA MURTHY,1.9,73.0,India,software services,Technology
1135,RISHAD NAOROJI,1.9,68.0,India,consumer goods,Diversified
1135,JORGE PEREZ,1.9,70.0,United States,real estate,Real Estate
1135,JENNIFER PRITZKER,1.9,69.0,United States,"hotels, investments",Service
1135,NICHOLAS PRITZKER,1.9,76.0,United States,"hotels, investments",Service
1135,J. JOE RICKETTS & FAMILY,1.9,78.0,United States,TD Ameritrade,Finance & Investments
1135,LARRY ROBBINS,1.9,50.0,United States,hedge funds,Finance & Investments
1135,RUAN SHUILONG & FAMILY,1.9,84.0,China,chemicals,Manufacturing
1135,CARLOS SANCHEZ,1.9,58.0,Brazil,generic drugs,Healthcare
1135,HILTON SCHLOSBERG,1.9,67.0,United Kingdom,energy drinks,Food & Beverage
1135,KLAUS-PETER SCHULENBERG,1.9,,Germany,ticketing service,Service
1135,HELMUT SOHMEN,1.9,80.0,Austria,shipping,Logistics
1135,EVAN SPIEGEL,1.9,29.0,United States,Snapchat,Technology
1135,JERZY STARAK,1.9,72.0,Poland,pharmaceuticals,Healthcare
1135,SYBILL STORZ,1.9,83.0,Germany,medical devices,Healthcare
1135,SYLVIA STROEHER,1.9,64.0,Germany,cosmetics,Fashion & Retail
1135,HARLEY SY,1.9,60.0,Philippines,diversified,Diversified
1135,"HENRY SY, JR.",1.9,67.0,Philippines,diversified,Diversified
1135,ANDREW TAN,1.9,70.0,Philippines,diversified,Diversified
1135,MICHAEL TOJNER,1.9,54.0,Austria,"batteries, investments",Manufacturing
1135,GEORG VON OPEL,1.9,53.0,Switzerland,"real estate, investments",Finance & Investments
1135,WANG CHAOBIN,1.9,64.0,China,real estate,Real Estate
1135,GORDON WU,1.9,84.0,Hong Kong,real estate,Real Estate
1135,WU JIANSHU,1.9,56.0,Hong Kong,auto parts,Automotive
1135,WU XUSHUN & FAMILY,1.9,71.0,China,"internet, auto parts",Diversified
1135,GAVRIL YUSHVAEV,1.9,62.0,Russia,"precious metals, real estate",Finance & Investments
1135,ZENG KAITIAN,1.9,45.0,China,online games,Technology
1196,ANDREY ANDREEV,1.8,46.0,United Kingdom,online dating,Technology
1196,EDWARD BASS,1.8,74.0,United States,"oil, investments",Energy
1196,LEE BASS,1.8,63.0,United States,"oil, investments",Energy
1196,TOMASZ BIERNACKI,1.8,47.0,Poland,supermarkets,Fashion & Retail
1196,JOSEF BOQUOI & FAMILY,1.8,86.0,Germany,frozen foods,Food & Beverage
1196,JULIO BOZANO,1.8,84.0,Brazil,banking,Finance & Investments
1196,ANAND BURMAN,1.8,67.0,India,consumer goods,Food & Beverage
1196,FRANCESCO GAETANO CALTAGIRONE,1.8,77.0,Italy,"cement, diversified",Construction & Engineering
1196,CHEN WENYUAN & FAMILY,1.8,52.0,China,testing equipment,Technology
1196,MARIA DEL PINO Y CALVO-SOTELO,1.8,64.0,Spain,construction,Construction & Engineering
1196,ROBERT DUGGAN,1.8,75.0,United States,pharmaceuticals,Healthcare
1196,JAMES FRANCE,1.8,75.0,United States,"Nascar, racing",Sports
1196,PETER GILGAN,1.8,69.0,Canada,homebuilding,Construction & Engineering
1196,SENAPATHY GOPALAKRISHNAN,1.8,65.0,India,software services,Technology
1196,PETER GROGG,1.8,78.0,Switzerland,biochemicals,Healthcare
1196,GU YUHUA & FAMILY,1.8,70.0,China,furniture,Manufacturing
1196,REID HOFFMAN,1.8,52.0,United States,LinkedIn,Technology
1196,HUANG QIAOLING,1.8,61.0,China,amusement parks,Media & Entertainment
1196,KIM TAEK-JIN,1.8,53.0,South Korea,online games,Media & Entertainment
1196,FRIEDRICH KNAPP,1.8,68.0,Germany,fashion retail,Fashion & Retail
1196,YURI KOVALCHUK,1.8,68.0,Russia,"banking, insurance, media",Finance & Investments
1196,THOMAS KWOK,1.8,68.0,Hong Kong,real estate,Real Estate
1196,MARC LASRY,1.8,59.0,United States,hedge funds,Finance & Investments
1196,LEE YIN YEE,1.8,68.0,China,glass,Manufacturing
1196,LI HONGXIN & FAMILY,1.8,67.0,China,paper & related products,Manufacturing
1196,LI LI,1.8,54.0,China,healthcare,Healthcare
1196,LI MIN,1.8,54.0,China,semiconductor,Technology
1196,PETER LIM,1.8,66.0,Singapore,investments,Finance & Investments
1196,LIN FANLIAN,1.8,58.0,China,"energy, real estate",Energy
1196,MANGAL PRABHAT LODHA,1.8,64.0,India,real estate,Real Estate
1196,JOAO ROBERTO MARINHO,1.8,66.0,Brazil,media,Media & Entertainment
1196,JOSE ROBERTO MARINHO,1.8,64.0,Brazil,media,Media & Entertainment
1196,ROBERTO IRINEU MARINHO,1.8,72.0,Brazil,media,Media & Entertainment
1196,CRAIG MCCAW,1.8,70.0,United States,telecom,Telecom
1196,VINCENT MCMAHON,1.8,74.0,United States,entertainment,Sports
1196,MIAO SHOULIANG,1.8,65.0,China,real estate,Real Estate
1196,ROBERT MILLER,1.8,74.0,Canada,electronics components,Technology
1196,TOM MORRIS,1.8,65.0,United Kingdom,retail,Fashion & Retail
1196,DAVID NAHMAD,1.8,72.0,Monaco,art collection,Fashion & Retail
1196,JONATHAN NELSON,1.8,63.0,United States,private equity,Finance & Investments
1196,VIKAS OBEROI,1.8,49.0,India,real estate,Real Estate
1196,TOMAS OLIVO LOPEZ,1.8,46.0,Spain,shopping centers,Real Estate
1196,PAN LAICAN,1.8,,China,soy sauce,Food & Beverage
1196,DMITRY PUMPYANSKY,1.8,56.0,Russia,steel pipes,Metals & Mining
1196,BYJU RAVEENDRAN,1.8,38.0,India,education technology,Technology
1196,REN JIANHUA,1.8,63.0,China,kitchen appliances,Manufacturing
1196,REMO RUFFINI,1.8,58.0,Italy,winter jackets,Fashion & Retail
1196,ROBERT SANDS,1.8,61.0,United States,liquor,Food & Beverage
1196,CHRISTIANE SCHOELLER,1.8,,Germany,publishing,Media & Entertainment
1196,THAKSIN SHINAWATRA,1.8,70.0,Thailand,investments,Finance & Investments
1196,MARTUA SITORUS,1.8,60.0,Indonesia,palm oil,Manufacturing
1196,HENRY SWIECA,1.8,62.0,United States,hedge funds,Finance & Investments
1196,TERESITA SY-COSON,1.8,69.0,Philippines,diversified,Diversified
1196,PETER SZULCZEWSKI,1.8,38.0,Canada,e-commerce,Technology
1196,LEENA TEWARI,1.8,62.0,India,pharmaceuticals,Healthcare
1196,LOTTIE THAM & FAMILY,1.8,70.0,Sweden,H&M,Fashion & Retail
1196,CLEMENS TOENNIES & FAMILY,1.8,63.0,Germany,meat processing,Food & Beverage
1196,ROBERT TOENNIES,1.8,41.0,Germany,meat processing,Food & Beverage
1196,TORBJORN TORNQVIST,1.8,66.0,Sweden,oil trading,Energy
1196,HAMDI ULUKAYA,1.8,47.0,Turkey,greek yogurt,Food & Beverage
1196,TODD WAGNER,1.8,59.0,United States,online media,Media & Entertainment
1196,WEI YING-CHIAO,1.8,65.0,Taiwan,"food, beverages",Food & Beverage
1196,EVAN WILLIAMS,1.8,48.0,United States,Twitter,Technology
1196,WU GUANJIANG,1.8,51.0,China,pharmaceuticals,Healthcare
1196,JIHAN WU,1.8,34.0,China,cryptocurrency mining chips,Technology
1196,XIONG WU,1.8,44.0,China,software,Technology
1196,XUE HUA,1.8,50.0,China,agribusiness,Manufacturing
1196,YANG JIAN,1.8,48.0,China,real estate,Real Estate
1196,YE XIAOPING,1.8,57.0,China,pharmaceuticals,Healthcare
1196,ZHANG ZHIXIANG,1.8,53.0,China,steel,Metals & Mining
1196,ZHAO TAO,1.8,54.0,Singapore,pharmaceuticals,Healthcare
1267,ARAS AGALAROV,1.7,64.0,Russia,real estate,Fashion & Retail
1267,LESLIE ALEXANDER,1.7,76.0,United States,sports team,Sports
1267,MICHAEL ASHCROFT,1.7,74.0,United Kingdom,security,Finance & Investments
1267,SEZAI BACAKSIZ,1.7,70.0,Turkey,diversified,Diversified
1267,ANEEL BHUSRI,1.7,54.0,United States,business software,Technology
1267,ANDREI BOKAREV,1.7,53.0,Russia,"metals, mining",Manufacturing
1267,TIMOTHY BOYLE,1.7,70.0,United States,Columbia Sportswear,Fashion & Retail
1267,GARRETT CAMP,1.7,41.0,Canada,Uber,Technology
1267,TONY CHEN,1.7,70.0,Taiwan,electronics,Technology
1267,CHEN YUNG-TAI,1.7,84.0,Taiwan,real estate,Real Estate
1267,MARK COOMBS,1.7,59.0,United Kingdom,finance,Finance & Investments
1267,RAY DAVIS,1.7,78.0,United States,pipelines,Energy
1267,JOHN DE MOL,1.7,65.0,Netherlands,TV programs,Media & Entertainment
1267,ALOYSIO DE ANDRADE FARIA,1.7,99.0,Brazil,banking,Finance & Investments
1267,MICHAEL FEDERMANN & FAMILY,1.7,76.0,Israel,"defense, hotels",Technology
1267,FU GUANGMING & FAMILY,1.7,66.0,China,poultry,Food & Beverage
1267,GENG DIANGEN,1.7,63.0,China,Internet,Technology
1267,CHRISTOPHER GOLDSBURY,1.7,77.0,United States,salsa,Food & Beverage
1267,TORSTEIN HAGEN,1.7,77.0,Norway,cruises,Service
1267,DAVID HAINS,1.7,89.0,Australia,Investments,Finance & Investments
1267,ROBERTO HERNANDEZ RAMIREZ,1.7,78.0,Mexico,banking,Finance & Investments
1267,ALAN HOWARD,1.7,56.0,United Kingdom,hedge funds,Finance & Investments
1267,MANUEL JOVE,1.7,78.0,Spain,real estate,Real Estate
1267,BABA KALYANI,1.7,71.0,India,engineering,Construction & Engineering
1267,KEEREE KANJANAPAS,1.7,69.0,Thailand,transportation,Real Estate
1267,MUSTAFA KUCUK,1.7,56.0,Turkey,fashion retail,Fashion & Retail
1267,DOMINIKA KULCZYK,1.7,42.0,Poland,diversified,Finance & Investments
1267,LAI JIANFA,1.7,50.0,China,express delivery,Logistics
1267,LAI JIANPING,1.7,,China,soy sauce,Food & Beverage
1267,ANTHONY LANGLEY,1.7,65.0,United Kingdom,manufacturing,Diversified
1267,LAU CHO KUN,1.7,84.0,Malaysia,"palm oil, property",Diversified
1267,JIMMY JOHN LIAUTAUD,1.7,56.0,United States,sandwich chain,Food & Beverage
1267,DAVID LICHTENSTEIN,1.7,58.0,United States,real estate,Real Estate
1267,BILL LIU,1.7,37.0,China,electronics,Technology
1267,LU DI,1.7,,China,drones,Technology
1267,SAMIR MEHTA,1.7,56.0,India,"pharmaceuticals, power",Healthcare
1267,SUDHIR MEHTA,1.7,65.0,India,"pharmaceuticals, power",Healthcare
1267,MIAO HANGEN,1.7,55.0,China,"textiles, petrochemicals",Diversified
1267,MIAO YONGJUN,1.7,52.0,China,clinical diagnostics,Healthcare
1267,GARY MICHELSON,1.7,71.0,United States,medical patents,Healthcare
1267,GAIL MILLER,1.7,76.0,United States,car dealerships,Automotive
1267,VADIM MOSHKOVICH,1.7,53.0,Russia,"agriculture, land",Food & Beverage
1267,ROBERTO ONGPIN,1.7,83.0,Philippines,diversified,Diversified
1267,MAREN OTTO,1.7,,Germany,"retail, real estate",Diversified
1267,NIHAT OZDEMIR,1.7,70.0,Turkey,diversified,Diversified
1267,PAUL XIAOMING LEE & FAMILY,1.7,62.0,United States,packaging,Manufacturing
1267,GREGORIO PEREZ COMPANC,1.7,84.0,Argentina,oil & gas,Energy
1267,AJAY PIRAMAL,1.7,64.0,India,pharmaceuticals,Healthcare
1267,JULIO PONCE LEROU,1.7,74.0,Chile,fertilizer,Metals & Mining
1267,MAHENDRA PRASAD,1.7,80.0,India,pharmaceuticals,Healthcare
1267,PHILLIP T. (TERRY) RAGON,1.7,70.0,United States,health IT,Technology
1267,MOCHTAR RIADY & FAMILY,1.7,90.0,Indonesia,diversified,Diversified
1267,BRIAN ROBERTS,1.7,60.0,United States,Comcast,Service
1267,KJELL INGE ROKKE,1.7,61.0,Norway,"shipping, seafood",Logistics
1267,"KARL SCHEUFELE, III. & FAMILY",1.7,81.0,Switzerland,jewelry,Fashion & Retail
1267,VIVEK CHAAND SEHGAL,1.7,63.0,Australia,auto parts,Automotive
1267,SHIN CHANG-JAE,1.7,66.0,South Korea,insurance,Finance & Investments
1267,SONG ZUOWEN,1.7,73.0,China,"aluminum, diversified",Diversified
1267,JEFFREY TALPINS,1.7,45.0,United States,hedge fund,Finance & Investments
1267,LUCIO TAN,1.7,85.0,Philippines,diversified,Diversified
1267,TONY TAN CAKTIONG & FAMILY,1.7,67.0,Philippines,food,Food & Beverage
1267,WICHAI THONGTANG,1.7,73.0,Thailand,investments,Real Estate
1267,LUIZA HELENA TRAJANO,1.7,68.0,Brazil,retail chain,Fashion & Retail
1267,WANG WENBIAO,1.7,63.0,China,"natural gas, fertilizers",Manufacturing
1267,CHARLOTTE COLKET WEBER,1.7,77.0,United States,Campbell Soup,Food & Beverage
1267,DAVID WERTHEIM,1.7,62.0,Israel,Coca Cola Israel,Food & Beverage
1267,YOU XIAOPING,1.7,62.0,China,"chemicals, spandex",Manufacturing
1267,YU PEIDI,1.7,60.0,Hong Kong,real estate,Real Estate
1335,SEMAHAT SEVIM ARSEL,1.6,91.0,Turkey,diversified,Diversified
1335,ANGELA BENNETT,1.6,76.0,Australia,mining,Metals & Mining
1335,O. FRANCIS BIONDI,1.6,55.0,United States,hedge funds,Finance & Investments
1335,JOHN BLOOR,1.6,76.0,United Kingdom,"real estate, manufacturing",Diversified
1335,J. HYATT BROWN,1.6,82.0,United States,insurance,Finance & Investments
1335,THOMAS BRUCH & FAMILY,1.6,69.0,Germany,retail,Fashion & Retail
1335,CHUCK BUNDRANT,1.6,78.0,United States,fishing,Food & Beverage
1335,HERB CHAMBERS,1.6,78.0,United States,car dealerships,Automotive
1335,CHEN HUWEN,1.6,49.0,China,stationery,Manufacturing
1335,CHEN LIYING,1.6,44.0,China,package delivery,Logistics
1335,CHEN ZHISONG,1.6,54.0,China,communication equipment,Technology
1335,KIAT CHIARAVANONT,1.6,,Thailand,diversified,Diversified
1335,EUISUN CHUNG,1.6,49.0,South Korea,Hyundai,Logistics
1335,JACK COWIN,1.6,77.0,Australia,fast food,Food & Beverage
1335,LUIGI CREMONINI & FAMILY,1.6,80.0,Italy,meat processing,Food & Beverage
1335,"EDWARD DEBARTOLO, JR.",1.6,73.0,United States,shopping centers,Real Estate
1335,ANTONIO DEL VALLE RUIZ & FAMILY,1.6,81.0,Mexico,chemicals,Manufacturing
1335,DENG WEN,1.6,52.0,China,flavorings,Food & Beverage
1335,MOHAMMED DEWJI,1.6,44.0,Tanzania,diversified,Diversified
1335,CARL DOUGLAS,1.6,58.0,Sweden,investments,Diversified
1335,ERIC DOUGLAS,1.6,51.0,Sweden,investments,Diversified
1335,ALFREDO EGYDIO ARRUDA VILLELA FILHO,1.6,50.0,Brazil,banking,Finance & Investments
1335,WALTER FARIA,1.6,65.0,Brazil,beer,Food & Beverage
1335,CLEMENT FAYAT & FAMILY,1.6,88.0,France,construction,Construction & Engineering
1335,BERNARD FRAISSE,1.6,63.0,France,pharmaceuticals,Healthcare
1335,VALENTIN GAPONTSEV & FAMILY,1.6,81.0,United States,lasers,Manufacturing
1335,SAM GOI,1.6,71.0,Singapore,frozen foods,Food & Beverage
1335,SERGEI GORDEEV,1.6,47.0,Russia,real estate,Real Estate
1335,SHMUEL HARLAP,1.6,75.0,Israel,automotive,Automotive
1335,BILL HASLAM,1.6,61.0,United States,gas stations,Fashion & Retail
1335,BRIAN HIGGINS,1.6,55.0,United States,hedge funds,Finance & Investments
1335,J. TOMILSON HILL,1.6,71.0,United States,investments,Finance & Investments
1335,ASOK KUMAR HIRANANDANI,1.6,65.0,Singapore,real estate,Real Estate
1335,LAWRENCE HO,1.6,43.0,Hong Kong,casinos,Gambling & Casinos
1335,JIANG YEHUA & FAMILY,1.6,57.0,China,real estate,Real Estate
1335,JIN LEI,1.6,54.0,China,pharmaceuticals,Healthcare
1335,ALEXANDER KLYACHIN,1.6,52.0,Russia,real estate,Real Estate
1335,LAM KONG,1.6,55.0,China,pharmaceuticals,Healthcare
1335,LEE JOONG-KEUN,1.6,79.0,South Korea,"construction, real estate",Construction & Engineering
1335,LI LI,1.6,56.0,China,pharmaceuticals,Healthcare
1335,LI WEIGUO,1.6,55.0,China,construction materials,Manufacturing
1335,LIANG FENG,1.6,51.0,China,manufacturing,Manufacturing
1335,LIN CHEN-HAI,1.6,73.0,Taiwan,real estate,Real Estate
1335,LIN ZHIJUN,1.6,44.0,China,medical devices,Healthcare
1335,LIN ZHIXIONG & FAMILY,1.6,46.0,China,medical devices,Healthcare
1335,CATHERINE LOZICK,1.6,74.0,United States,valve manufacturing,Manufacturing
1335,KALANITHI MARAN,1.6,54.0,India,media,Media & Entertainment
1335,HARSH MARIWALA,1.6,68.0,India,consumer goods,Food & Beverage
1335,ROMANO MINOZZI,1.6,85.0,Italy,"utilities, diversified",Diversified
1335,CHARLES MUNGER,1.6,96.0,United States,Berkshire Hathaway,Finance & Investments
1335,NAN CUNHUI,1.6,56.0,China,power equipment,Manufacturing
1335,NELSON PELTZ,1.6,77.0,United States,investments,Finance & Investments
1335,MARKUS PERSSON,1.6,40.0,Sweden,computer games,Media & Entertainment
1335,CANDIDO PINHEIRO KOREN DE LIMA,1.6,73.0,Brazil,"hospitals, health insurance",Healthcare
1335,P.P. REDDY,1.6,62.0,India,infrastructure,Construction & Engineering
1335,P.V.KRISHNA REDDY,1.6,50.0,India,infrastructure,Construction & Engineering
1335,MATTHIAS REINHART,1.6,60.0,Switzerland,finance,Finance & Investments
1335,CHAD RICHISON,1.6,49.0,United States,payroll processing,Technology
1335,IVAN SAVVIDIS,1.6,61.0,Russia,agribusiness,Diversified
1335,MARIA-ELISABETH SCHAEFFLER-THUMANN,1.6,78.0,Germany,auto parts,Automotive
1335,ANTONIO LUIZ SEABRA,1.6,77.0,Brazil,cosmetics,Fashion & Retail
1335,MARTIN SELIG,1.6,82.0,United States,real estate,Real Estate
1335,YURI SHEFLER,1.6,52.0,Russia,alcohol,Food & Beverage
1335,NEIL SHEN,1.6,52.0,Hong Kong,venture capital,Finance & Investments
1335,SHI WEN-LONG,1.6,92.0,Taiwan,plastics,Manufacturing
1335,EVGENY (EUGENE) SHVIDLER,1.6,56.0,United States,"oil & gas, investments",Energy
1335,PETER SONDAKH,1.6,70.0,Indonesia,investments,Finance & Investments
1335,THOMAS STEYER,1.6,62.0,United States,hedge funds,Finance & Investments
1335,ELIZABETH SY,1.6,67.0,Philippines,diversified,Diversified
1335,OLEG TINKOV,1.6,52.0,Russia,banking,Finance & Investments
1335,SUNIL VASWANI,1.6,56.0,United Kingdom,diversified,Diversified
1335,SANDRO VERONESI & FAMILY,1.6,60.0,Italy,fashion,Fashion & Retail
1335,JITENDRA VIRWANI,1.6,54.0,India,real estate,Real Estate
1335,WANG CHANGTIAN,1.6,54.0,China,"TV, movie production",Media & Entertainment
1335,ANTHONY WOOD,1.6,54.0,United States,Roku,Technology
1335,WU YULAN,1.6,50.0,China,pharmaceuticals,Healthcare
1335,WU ZHONGYI,1.6,46.0,China,electronics,Technology
1335,XU XUDONG & FAMILY,1.6,50.0,China,auto parts,Automotive
1335,YI XIANZHONG & FAMILY,1.6,60.0,China,pharmaceuticals,Healthcare
1335,YU HUIJIAO,1.6,54.0,China,package delivery,Logistics
1415,MARCEL ADAMS & FAMILY,1.5,99.0,Canada,real estate,Real Estate
1415,SOMPHOTE AHUNAI,1.5,52.0,Thailand,renewable energy,Energy
1415,HAMDI AKIN & FAMILY,1.5,65.0,Turkey,diversified,Diversified
1415,NIGEL AUSTIN,1.5,49.0,Australia,retail,Fashion & Retail
1415,LOUIS BACON,1.5,63.0,United States,hedge funds,Finance & Investments
1415,BANG JUN-HYUK,1.5,51.0,South Korea,online gaming,Technology
1415,HARINDARPAL BANGA,1.5,69.0,India,commodities,Finance & Investments
1415,NICOLAS BERGGRUEN,1.5,58.0,United States,investments,Finance & Investments
1415,LEONID BOGUSLAVSKY,1.5,68.0,Russia,venture capital,Finance & Investments
1415,AHMET CALIK,1.5,62.0,Turkey,"energy, banking, construction",Diversified
1415,CAO JI,1.5,68.0,China,manufacturing,Manufacturing
1415,CHAN TAN CHING-FEN,1.5,,Hong Kong,real estate,Real Estate
1415,CHEN FASHU,1.5,59.0,China,investments,Finance & Investments
1415,CHEN HUXIONG,1.5,49.0,China,stationery,Manufacturing
1415,CHEY TAE-WON,1.5,59.0,South Korea,"oil, semiconductor",Telecom
1415,IVAN CHRENKO,1.5,52.0,Slovakia,real estate,Real Estate
1415,JACQUES D'AMOURS,1.5,63.0,Canada,retail,Fashion & Retail
1415,KOMMER DAMEN,1.5,76.0,Netherlands,shipbuilding,Manufacturing
1415,ANA LUCIA DE MATTOS BARRETTO VILLELA,1.5,46.0,Brazil,banking,Finance & Investments
1415,D. LEOPOLDO DEL PINO Y CALVO-SOTELO,1.5,57.0,Spain,construction,Construction & Engineering
1415,STEPHEN FEINBERG,1.5,60.0,United States,private equity,Finance & Investments
1415,"FRANK FERTITTA, III.",1.5,58.0,United States,"casinos, mixed martial arts",Sports
1415,LORENZO FERTITTA,1.5,51.0,United States,"casinos, mixed martial arts",Sports
1415,ABHAY FIRODIA,1.5,75.0,India,automobiles,Automotive
1415,PHILLIP FROST,1.5,83.0,United States,pharmaceuticals,Healthcare
1415,YASUHIRO FUKUSHIMA,1.5,72.0,Japan,video games,Media & Entertainment
1415,MARIO GABELLI,1.5,78.0,United States,money management,Finance & Investments
1415,ROLF GERLING,1.5,65.0,Germany,insurance,Finance & Investments
1415,ALAN GERRY,1.5,91.0,United States,cable television,Media & Entertainment
1415,HARSH GOENKA,1.5,62.0,India,diversified,Diversified
1415,ESTHER GRETHER,1.5,84.0,Switzerland,art collection,Fashion & Retail
1415,BILL GROSS,1.5,75.0,United States,investments,Finance & Investments
1415,GU WEI,1.5,55.0,China,consumer electronics,Manufacturing
1415,MEHMET NAZIF GUNAL,1.5,72.0,Turkey,"tourism, construction",Diversified
1415,GUO ZIWEN,1.5,56.0,China,real estate,Real Estate
1415,CHRISTIAN HERZ,1.5,,Germany,coffee,Finance & Investments
1415,MICHAELA HERZ,1.5,,Germany,coffee,Finance & Investments
1415,ORION HINDAWI,1.5,40.0,United States,software,Technology
1415,STEWART HOREJSI & FAMILY,1.5,82.0,United States,Berkshire Hathaway,Finance & Investments
1415,DOUGLAS HSU,1.5,77.0,Taiwan,diversified,Diversified
1415,HUANG WEI,1.5,60.0,China,real estate,Real Estate
1415,HUANG XIAOFEN & FAMILY,1.5,58.0,China,printed circuit boards,Technology
1415,BRADLEY JACOBS,1.5,63.0,United States,logistics,Logistics
